"MEASURE","Household Composition","NPRD","Number of Persons Usually Resident","STATE","State","REGIONTYPE","Region Type","REGION","LGA 2011","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53640","Gnowangerup (S)","A","Annual","2011","2011",40,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53710","Goomalling (S)","A","Annual","2011","2011",26,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53780","Gosnells (C)","A","Annual","2011","2011",2779,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53920","Halls Creek (S)","A","Annual","2011","2011",65,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53990","Harvey (S)","A","Annual","2011","2011",627,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54060","Irwin (S)","A","Annual","2011","2011",98,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54130","Jerramungup (S)","A","Annual","2011","2011",28,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54170","Joondalup (C)","A","Annual","2011","2011",4175,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54200","Kalamunda (S)","A","Annual","2011","2011",1397,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54280","Kalgoorlie/Boulder (C)","A","Annual","2011","2011",801,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54340","Katanning (S)","A","Annual","2011","2011",125,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54410","Kellerberrin (S)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54480","Kent (S)","A","Annual","2011","2011",25,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54550","Kojonup (S)","A","Annual","2011","2011",37,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54620","Kondinin (S)","A","Annual","2011","2011",24,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54690","Koorda (S)","A","Annual","2011","2011",6,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54760","Kulin (S)","A","Annual","2011","2011",17,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54830","Kwinana (T)","A","Annual","2011","2011",696,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54900","Lake Grace (S)","A","Annual","2011","2011",32,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","54970","Laverton (S)","A","Annual","2011","2011",10,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55040","Leonora (S)","A","Annual","2011","2011",34,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55110","Mandurah (C)","A","Annual","2011","2011",1402,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55180","Manjimup (S)","A","Annual","2011","2011",229,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55250","Meekatharra (S)","A","Annual","2011","2011",18,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55320","Melville (C)","A","Annual","2011","2011",2392,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55390","Menzies (S)","A","Annual","2011","2011",4,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55460","Merredin (S)","A","Annual","2011","2011",80,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55530","Mingenew (S)","A","Annual","2011","2011",11,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55600","Moora (S)","A","Annual","2011","2011",54,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55670","Morawa (S)","A","Annual","2011","2011",19,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55740","Mosman Park (T)","A","Annual","2011","2011",192,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55810","Mount Magnet (S)","A","Annual","2011","2011",8,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55880","Mount Marshall (S)","A","Annual","2011","2011",9,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","55950","Mukinbudin (S)","A","Annual","2011","2011",12,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56020","Mullewa (S)","A","Annual","2011","2011",17,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56090","Mundaring (S)","A","Annual","2011","2011",969,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56160","Murchison (S)","A","Annual","2011","2011",3,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56230","Murray (S)","A","Annual","2011","2011",321,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56300","Nannup (S)","A","Annual","2011","2011",29,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56370","Narembeen (S)","A","Annual","2011","2011",18,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56450","Narrogin (S)","A","Annual","2011","2011",17,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56520","Narrogin (T)","A","Annual","2011","2011",109,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56580","Nedlands (C)","A","Annual","2011","2011",691,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56620","Ngaanyatjarraku (S)","A","Annual","2011","2011",32,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56730","Northam (S)","A","Annual","2011","2011",246,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56790","Northampton (S)","A","Annual","2011","2011",71,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56860","Nungarin (S)","A","Annual","2011","2011",3,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","56930","Peppermint Grove (S)","A","Annual","2011","2011",45,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57000","Perenjori (S)","A","Annual","2011","2011",14,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57080","Perth (C)","A","Annual","2011","2011",59,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57140","Pingelly (S)","A","Annual","2011","2011",29,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57210","Plantagenet (S)","A","Annual","2011","2011",100,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57280","Port Hedland (T)","A","Annual","2011","2011",329,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57350","Quairading (S)","A","Annual","2011","2011",17,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57420","Ravensthorpe (S)","A","Annual","2011","2011",57,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57490","Rockingham (C)","A","Annual","2011","2011",2738,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57560","Roebourne (S)","A","Annual","2011","2011",451,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57630","Sandstone (S)","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57700","Serpentine-Jarrahdale (S)","A","Annual","2011","2011",522,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57770","Shark Bay (S)","A","Annual","2011","2011",10,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57840","South Perth (C)","A","Annual","2011","2011",691,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57910","Stirling (C)","A","Annual","2011","2011",3880,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","57980","Subiaco (C)","A","Annual","2011","2011",250,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58050","Swan (C)","A","Annual","2011","2011",2943,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58190","Tammin (S)","A","Annual","2011","2011",18,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58260","Three Springs (S)","A","Annual","2011","2011",11,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58330","Toodyay (S)","A","Annual","2011","2011",87,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58400","Trayning (S)","A","Annual","2011","2011",12,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58470","Upper Gascoyne (S)","A","Annual","2011","2011",5,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58510","Victoria Park (T)","A","Annual","2011","2011",437,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58540","Victoria Plains (S)","A","Annual","2011","2011",24,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58570","Vincent (T)","A","Annual","2011","2011",437,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58610","Wagin (S)","A","Annual","2011","2011",41,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58680","Wandering (S)","A","Annual","2011","2011",11,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58760","Wanneroo (C)","A","Annual","2011","2011",4398,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58820","Waroona (S)","A","Annual","2011","2011",91,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","58890","West Arthur (S)","A","Annual","2011","2011",22,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59030","Westonia (S)","A","Annual","2011","2011",9,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59100","Wickepin (S)","A","Annual","2011","2011",15,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59170","Williams (S)","A","Annual","2011","2011",24,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59250","Wiluna (S)","A","Annual","2011","2011",9,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59310","Wongan-Ballidu (S)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59320","Woodanilling (S)","A","Annual","2011","2011",7,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59330","Wyalkatchem (S)","A","Annual","2011","2011",12,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59340","Wyndham-East Kimberley (S)","A","Annual","2011","2011",150,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59350","Yalgoo (S)","A","Annual","2011","2011",3,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59360","Yilgarn (S)","A","Annual","2011","2011",25,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59370","York (S)","A","Annual","2011","2011",74,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59399","Unincorporated WA","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","59499","No Usual Address (WA)","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","60210","Break O'Day (M)","A","Annual","2011","2011",92,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","60410","Brighton (M)","A","Annual","2011","2011",414,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","60610","Burnie (C)","A","Annual","2011","2011",389,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","60810","Central Coast (M)","A","Annual","2011","2011",437,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","61010","Central Highlands (M)","A","Annual","2011","2011",41,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","61210","Circular Head (M)","A","Annual","2011","2011",209,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","61410","Clarence (C)","A","Annual","2011","2011",1034,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","61510","Derwent Valley (M)","A","Annual","2011","2011",205,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","61610","Devonport (C)","A","Annual","2011","2011",464,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","61810","Dorset (M)","A","Annual","2011","2011",150,,
"TOT","Total","5","Five","6","Tasmania","LGA2011","Local Government Areas (2011)","62010","Flinders (M)","A","Annual","2011","2011",6,,
